home_elo,away_elo,elo_diff,elo_sum,home_form_points,home_form_points_avg,home_form_goals_scored,home_form_goals_scored_avg,home_form_goals_conceded,home_form_goals_conceded_avg,home_form_goal_diff_avg,home_form_wins,home_form_draws,home_form_losses,home_form_win_rate,home_matches_played,away_form_points,away_form_points_avg,away_form_goals_scored,away_form_goals_scored_avg,away_form_goals_conceded,away_form_goals_conceded_avg,away_form_goal_diff_avg,away_form_wins,away_form_draws,away_form_losses,away_form_win_rate,away_matches_played,form_diff,goals_scored_diff,goals_conceded_diff,h2h_matches,h2h_wins_team1,h2h_draws,h2h_wins_team2,h2h_goals_team1,h2h_goals_team2,h2h_goals_avg_team1,h2h_goals_avg_team2,h2h_win_rate_team1,tournament_importance,is_world_cup,is_knockout,same_confederation,home_conf_strength,away_conf_strength,home_score,away_score,total_goals,goal_diff,outcome,outcome_code,match_date,home_team,away_team,tournament
1500,1500,0,3000,8,0.8,6.0,0.6,22.0,2.2,-1.6,2,2,6,0.2,10,5,0.5,2.0,0.2,19.0,1.9,-1.7,1,2,7,0.1,10,0.30000000000000004,0.39999999999999997,0.30000000000000027,1,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,1,0,1,0.9,0.9,1,0,1,1,home_win,0,2017-09-03,Faroe Islands,Andorra,FIFA World Cup qualification
1500,1500,0,3000,15,1.5,12.0,1.2,14.0,1.4,-0.2,4,3,3,0.4,10,13,1.3,12.0,1.2,18.0,1.8,-0.6,4,1,5,0.4,10,0.19999999999999996,0.0,-0.40000000000000013,4,1,3,0,6.0,5.0,1.5,1.25,0.625,1.0,1,0,1,0.9,0.9,1,0,1,1,home_win,0,2017-09-03,Estonia,Cyprus,FIFA World Cup qualification
1500,1500,0,3000,7,0.7,7.0,0.7,13.0,1.3,-0.6,2,1,7,0.2,10,16,1.6,16.0,1.6,14.0,1.4,0.2,4,4,2,0.4,10,-0.9000000000000001,-0.9000000000000001,-0.09999999999999987,4,1,1,2,5.0,5.0,1.25,1.25,0.375,0.3,0,0,1,0.45,0.45,1,2,3,-1,away_win,2,2017-09-03,Equatorial Guinea,Benin,Friendly
1500,1810,-310,3310,11,1.1,5.0,0.5,12.0,1.2,-0.7,3,2,5,0.3,10,17,1.7,19.0,1.9,12.0,1.2,0.7,5,2,3,0.5,10,-0.5999999999999999,-1.4,0.0,2,0,0,2,0.0,5.0,0.0,2.5,0.0,1.0,1,0,1,0.9,0.9,0,4,4,-4,away_win,2,2017-09-03,Belarus,Sweden,FIFA World Cup qualification
2050,1500,550,3550,22,2.2,23.0,2.3,9.0,0.9,1.4,7,1,2,0.7,10,7,0.7,10.0,1.0,23.0,2.3,-1.3,2,1,7,0.2,10,1.5000000000000002,1.2999999999999998,-1.4,3,3,0,0,7.0,1.0,2.3333333333333335,0.3333333333333333,1.0,1.0,1,0,1,0.9,0.9,0,0,0,0,draw,1,2017-09-03,France,Luxembourg,FIFA World Cup qualification
1500,1500,0,3000,14,1.4,18.0,1.8,10.0,1.0,0.8,4,2,4,0.4,10,12,1.2,11.0,1.1,11.0,1.1,0.0,3,3,4,0.3,10,0.19999999999999996,0.7,-0.10000000000000009,2,0,1,1,1.0,5.0,0.5,2.5,0.25,1.0,1,0,1,0.9,0.9,1,0,1,1,home_win,0,2017-09-04,Montenegro,Romania,FIFA World Cup qualification
1650,1500,150,3150,13,1.3,7.0,0.7,6.0,0.6,0.1,3,4,3,0.3,10,6,0.6,7.0,0.7,19.0,1.9,-1.2,1,3,6,0.1,10,0.7000000000000001,0.0,-1.2999999999999998,3,1,2,0,5.0,3.0,1.6666666666666667,1.0,0.6666666666666666,1.0,1,0,1,0.9,0.9,4,0,4,4,home_win,0,2017-09-04,Slovenia,Lithuania,FIFA World Cup qualification
1785,1500,285,3285,12,1.2,13.0,1.3,15.0,1.5,-0.2,3,3,4,0.3,10,4,0.4,4.0,0.4,22.0,2.2,-1.8,1,1,8,0.1,10,0.7999999999999999,0.9,-0.7000000000000002,1,1,0,0,5.0,1.0,5.0,1.0,1.0,1.0,1,0,1,0.9,0.9,2,0,2,2,home_win,0,2017-09-04,Scotland,Malta,FIFA World Cup qualification
1610,1780,-170,3390,19,1.9,15.0,1.5,6.0,0.6,0.9,6,1,3,0.6,10,13,1.3,15.0,1.5,10.0,1.0,0.5,3,4,3,0.3,10,0.5999999999999999,0.0,-0.4,5,0,3,2,1.0,4.0,0.2,0.8,0.3,1.0,1,0,1,0.9,0.9,2,0,2,2,home_win,0,2017-09-04,Northern Ireland,Czech Republic,FIFA World Cup qualification
1500,1500,0,3000,14,1.4,7.0,0.7,8.0,0.8,-0.1,4,2,4,0.4,10,8,0.8,7.0,0.7,15.0,1.5,-0.8,2,2,6,0.2,10,0.5999999999999999,0.0,-0.7,2,1,1,0,2.0,1.0,1.0,0.5,0.75,0.3,0,0,1,0.45,0.45,1,0,1,1,home_win,0,2017-09-04,Malawi,Togo,Friendly
1835,1500,335,3335,19,1.9,18.0,1.8,14.0,1.4,0.4,5,4,1,0.5,10,5,0.5,6.0,0.6,24.0,2.4,-1.8,1,2,7,0.1,10,1.4,1.2000000000000002,-1.0,4,3,1,0,9.0,3.0,2.25,0.75,0.875,1.0,1,0,1,0.9,0.9,3,0,3,3,home_win,0,2017-09-04,Poland,Kazakhstan,FIFA World Cup qualification
1995,1795,200,3790,26,2.6,27.0,2.7,8.0,0.8,1.9,8,2,0,0.8,10,8,0.8,11.0,1.1,15.0,1.5,-0.4,2,2,6,0.2,10,1.8,1.6,-0.7,3,2,0,1,4.0,1.0,1.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,1,0,1,0.9,0.9,6,0,6,6,home_win,0,2017-09-04,Germany,Norway,FIFA World Cup qualification
1500,1825,-325,3325,12,1.2,16.0,1.6,18.0,1.8,-0.2,4,0,6,0.4,10,18,1.8,21.0,2.1,8.0,0.8,1.3,5,3,2,0.5,10,-0.6000000000000001,-0.5,1.0,5,1,1,3,5.0,4.0,1.0,0.8,0.3,1.0,1,0,1,0.9,0.9,1,4,5,-3,away_win,2,2017-09-04,Armenia,Denmark,FIFA World Cup qualification
1500,1500,0,3000,11,1.1,7.0,0.7,16.0,1.6,-0.9,3,2,5,0.3,10,0,0.0,1.0,0.1,53.0,5.3,-5.2,0,0,10,0.0,10,1.1,0.6,-3.6999999999999997,1,1,0,0,1.0,0.0,1.0,0.0,1.0,1.0,1,0,1,0.9,0.9,5,1,6,4,home_win,0,2017-09-04,Azerbaijan,San Marino,FIFA World Cup qualification
1500,1500,0,3000,8,0.8,10.0,1.0,14.0,1.4,-0.4,2,2,6,0.2,10,14,1.4,14.0,1.4,15.0,1.5,-0.1,4,2,4,0.4,10,-0.5999999999999999,-0.3999999999999999,-0.10000000000000009,1,0,0,1,2.0,3.0,2.0,3.0,0.0,1.0,1,0,1,0.45,0.45,1,0,1,1,home_win,0,2017-09-04,Libya,Guinea,FIFA World Cup qualification
1725,1765,-40,3490,13,1.3,9.0,0.9,17.0,1.7,-0.8,4,1,5,0.4,10,23,2.3,19.0,1.9,7.0,0.7,1.2,7,2,1,0.7,10,-0.9999999999999998,-0.9999999999999999,1.0,4,0,1,3,3.0,11.0,0.75,2.75,0.125,1.0,1,0,1,0.45,0.45,1,1,2,0,draw,1,2017-09-04,Cameroon,Nigeria,FIFA World Cup qualification
2025,1660,365,3685,18,1.8,18.0,1.8,8.0,0.8,1.0,5,3,2,0.5,10,17,1.7,13.0,1.3,7.0,0.7,0.6,5,2,3,0.5,10,0.10000000000000009,0.5,0.10000000000000009,5,4,1,0,9.0,2.0,1.8,0.4,0.9,1.0,1,0,1,0.9,0.9,2,1,3,1,home_win,0,2017-09-04,England,Slovakia,FIFA World Cup qualification
1500,1500,0,3000,18,1.8,18.0,1.8,15.0,1.5,0.3,5,3,2,0.5,10,15,1.5,10.0,1.0,6.0,0.6,0.4,3,6,1,0.3,10,0.30000000000000004,0.8,0.9,4,0,1,3,1.0,4.0,0.25,1.0,0.125,0.75,0,0,1,0.4,0.4,2,2,4,0,draw,1,2017-09-05,North Korea,Lebanon,AFC Asian Cup qualification
1615,1500,115,3115,8,0.8,9.0,0.9,21.0,2.1,-1.2,2,2,6,0.2,10,9,0.9,8.0,0.8,12.0,1.2,-0.4,2,3,5,0.2,10,-0.09999999999999998,0.09999999999999998,0.9000000000000001,1,0,1,0,1.0,1.0,1.0,1.0,0.5,1.0,1,0,1,0.9,0.9,0,1,1,-1,away_win,2,2017-09-05,Kosovo,Finland,FIFA World Cup qualification
1500,2045,-545,3545,1,0.1,2.0,0.2,36.0,3.6,-3.4,0,1,9,0.0,10,24,2.4,30.0,3.0,7.0,0.7,2.3,7,3,0,0.7,10,-2.3,-2.8,2.9000000000000004,7,0,0,7,0.0,31.0,0.0,4.428571428571429,0.0,1.0,1,0,1,0.9,0.9,0,8,8,-8,away_win,2,2017-09-05,Liechtenstein,Spain,FIFA World Cup qualification
1500,1500,0,3000,13,1.3,13.0,1.3,13.0,1.3,0.0,3,4,3,0.3,10,28,2.8,24.0,2.4,6.0,0.6,1.8,9,1,0,0.9,10,-1.4999999999999998,-1.0999999999999999,0.7000000000000001,0,0,0,0,0.0,0.0,,,0.5,0.75,0,0,0,0.3,0.4,0,2,2,-2,away_win,2,2017-09-05,Macau,India,AFC Asian Cup qualification
1625,1655,-30,3280,10,1.0,13.0,1.3,16.0,1.6,-0.3,3,1,6,0.3,10,13,1.3,11.0,1.1,12.0,1.2,-0.1,4,1,5,0.4,10,-0.30000000000000004,0.19999999999999996,0.40000000000000013,8,3,3,2,6.0,5.0,0.75,0.625,0.5625,1.0,1,0,1,0.9,0.9,1,1,2,0,draw,1,2017-09-05,North Macedonia,Albania,FIFA World Cup qualification
1500,1500,0,3000,9,0.9,8.0,0.8,11.0,1.1,-0.3,2,3,5,0.2,10,15,1.5,13.0,1.3,13.0,1.3,0.0,4,3,3,0.4,10,-0.6,-0.5,-0.19999999999999996,9,3,3,3,11.0,9.0,1.2222222222222223,1.0,0.5,0.75,0,0,1,0.4,0.4,1,1,2,0,draw,1,2017-09-05,Malaysia,Hong Kong,AFC Asian Cup qualification
1500,1930,-430,3430,12,1.2,13.0,1.3,16.0,1.6,-0.3,3,3,4,0.3,10,15,1.5,14.0,1.4,7.0,0.7,0.7,5,0,5,0.5,10,-0.30000000000000004,-0.09999999999999987,0.9000000000000001,7,4,1,2,7.0,12.0,1.0,1.7142857142857142,0.6428571428571429,1.0,1,0,1,0.45,0.45,0,0,0,0,draw,1,2017-09-05,Mali,Morocco,FIFA World Cup qualification
1500,1500,0,3000,11,1.1,6.0,0.6,18.0,1.8,-1.2,3,2,5,0.3,10,11,1.1,10.0,1.0,11.0,1.1,-0.1,3,2,5,0.3,10,0.0,-0.4,0.7,2,1,1,0,3.0,1.0,1.5,0.5,0.75,0.3,0,0,1,0.45,0.45,0,2,2,-2,away_win,2,2017-09-05,Mauritania,Niger,Friendly
1500,1750,-250,3250,7,0.7,9.0,0.9,19.0,1.9,-1.0,1,4,5,0.1,10,17,1.7,14.0,1.4,8.0,0.8,0.6,4,5,1,0.4,10,-1.0,-0.4999999999999999,1.0999999999999999,1,0,0,1,0.0,4.0,0.0,4.0,0.0,1.0,1,0,1,0.9,0.9,0,2,2,-2,away_win,2,2017-09-05,Moldova,Wales,FIFA World Cup qualification
1500,1500,0,3000,14,1.4,12.0,1.2,10.0,1.0,0.2,3,5,2,0.3,10,16,1.6,19.0,1.9,11.0,1.1,0.8,4,4,2,0.4,10,-0.20000000000000018,-0.7,-0.10000000000000009,0,0,0,0,0.0,0.0,,,0.5,0.75,0,0,1,0.4,0.4,1,2,3,-1,away_win,2,2017-09-05,Nepal,Tajikistan,AFC Asian Cup qualification
1500,1500,0,3000,15,1.5,25.0,2.5,14.0,1.4,1.1,4,3,3,0.4,10,13,1.3,17.0,1.7,16.0,1.6,0.1,4,1,5,0.4,10,0.19999999999999996,0.8,-0.20000000000000018,7,7,0,0,18.0,2.0,2.5714285714285716,0.2857142857142857,1.0,0.75,0,0,1,0.4,0.4,5,0,5,5,home_win,0,2017-09-05,Oman,Maldives,AFC Asian Cup qualification
1735,1500,235,3235,13,1.3,10.0,1.0,8.0,0.8,0.2,3,4,3,0.3,10,6,0.6,11.0,1.1,18.0,1.8,-0.7,2,0,8,0.2,10,0.7000000000000001,-0.10000000000000009,-1.0,14,3,4,7,12.0,20.0,0.8571428571428571,1.4285714285714286,0.35714285714285715,1.0,1,0,1,0.5,0.5,3,0,3,3,home_win,0,2017-09-05,Panama,Trinidad and Tobago,FIFA World Cup qualification
1775,1940,-165,3715,9,0.9,8.0,0.8,18.0,1.8,-1.0,3,0,7,0.3,10,11,1.1,15.0,1.5,18.0,1.8,-0.3,3,2,5,0.3,10,-0.20000000000000007,-0.7,0.0,15,5,4,6,15.0,21.0,1.0,1.4,0.4666666666666667,1.0,1,0,1,0.85,0.85,1,2,3,-1,away_win,2,2017-09-05,Paraguay,Uruguay,FIFA World Cup qualification
1500,1500,0,3000,12,1.2,14.0,1.4,21.0,2.1,-0.7,3,3,4,0.3,10,13,1.3,8.0,0.8,13.0,1.3,-0.5,4,1,5,0.4,10,-0.10000000000000009,0.5999999999999999,0.8,2,1,0,1,2.0,1.0,1.0,0.5,0.5,0.75,0,0,1,0.4,0.4,2,2,4,0,draw,1,2017-09-05,Philippines,Yemen,AFC Asian Cup qualification
1710,1500,210,3210,12,1.2,11.0,1.1,13.0,1.3,-0.2,3,3,4,0.3,10,12,1.2,13.0,1.3,10.0,1.0,0.3,3,3,4,0.3,10,0.0,-0.19999999999999996,0.30000000000000004,13,4,5,4,11.0,14.0,0.8461538461538461,1.0769230769230769,0.5,1.0,1,0,1,0.4,0.4,1,2,3,-1,away_win,2,2017-09-05,Qatar,China PR,FIFA World Cup qualification
1500,1500,0,3000,6,0.6,5.0,0.5,16.0,1.6,-1.1,1,3,6,0.1,10,9,0.9,9.0,0.9,19.0,1.9,-1.0,3,0,7,0.3,10,-0.30000000000000004,-0.4,-0.2999999999999998,1,1,0,0,4.0,2.0,4.0,2.0,1.0,0.75,0,0,1,0.4,0.4,1,1,2,0,draw,1,2017-09-05,Singapore,Turkmenistan,AFC Asian Cup qualification
1705,1500,205,3205,15,1.5,12.0,1.2,8.0,0.8,0.4,4,3,3,0.4,10,12,1.2,8.0,0.8,11.0,1.1,-0.3,4,0,6,0.4,10,0.30000000000000004,0.3999999999999999,-0.30000000000000004,4,2,1,1,5.0,4.0,1.25,1.0,0.625,1.0,1,0,0,0.45,0.3,1,2,3,-1,away_win,2,2017-09-05,South Africa,Cape Verde,FIFA World Cup qualification
1830,1960,-130,3790,16,1.6,14.0,1.4,9.0,0.9,0.5,4,4,2,0.4,10,20,2.0,12.0,1.2,7.0,0.7,0.5,6,2,2,0.6,10,-0.3999999999999999,0.19999999999999996,0.20000000000000007,6,0,4,2,4.0,8.0,0.6666666666666666,1.3333333333333333,0.3333333333333333,1.0,1,0,1,0.9,0.9,1,0,1,1,home_win,0,2017-09-05,Turkey,Croatia,FIFA World Cup qualification
1685,1875,-190,3560,13,1.3,9.0,0.9,9.0,0.9,0.0,4,1,5,0.4,10,15,1.5,10.0,1.0,8.0,0.8,0.2,4,3,3,0.4,10,-0.19999999999999996,-0.09999999999999998,0.09999999999999998,13,0,3,10,13.0,30.0,1.0,2.3076923076923075,0.11538461538461539,1.0,1,0,1,0.4,0.4,0,0,0,0,draw,1,2017-09-05,Uzbekistan,South Korea,FIFA World Cup qualification
1670,1500,170,3170,14,1.4,12.0,1.2,2.0,0.2,1.0,3,5,2,0.3,10,11,1.1,8.0,0.8,16.0,1.6,-0.8,3,2,5,0.3,10,0.2999999999999998,0.3999999999999999,-1.4000000000000001,0,0,0,0,0.0,0.0,,,0.5,0.75,0,0,1,0.4,0.4,4,1,5,3,home_win,0,2017-09-05,Jordan,Afghanistan,AFC Asian Cup qualification
1500,1500,0,3000,13,1.3,14.0,1.4,13.0,1.3,0.1,3,4,3,0.3,10,8,0.8,6.0,0.6,10.0,1.0,-0.4,0,8,2,0.0,10,0.5,0.7999999999999999,0.30000000000000004,6,3,2,1,10.0,2.0,1.6666666666666667,0.3333333333333333,0.6666666666666666,1.0,1,0,0,0.3,0.45,1,2,3,-1,away_win,2,2017-09-05,Ivory Coast,Gabon,FIFA World Cup qualification
1500,1575,-75,3075,10,1.0,9.0,0.9,20.0,2.0,-1.1,3,1,6,0.3,10,13,1.3,13.0,1.3,11.0,1.1,0.2,4,1,5,0.4,10,-0.30000000000000004,-0.4,0.8999999999999999,10,0,1,9,8.0,36.0,0.8,3.6,0.05,1.0,1,0,1,0.2,0.2,2,2,4,0,draw,1,2017-09-05,Solomon Islands,New Zealand,FIFA World Cup qualification
1500,1820,-320,3320,16,1.6,13.0,1.3,10.0,1.0,0.3,4,4,2,0.4,10,16,1.6,16.0,1.6,12.0,1.2,0.4,4,4,2,0.4,10,0.0,-0.30000000000000004,-0.19999999999999996,6,1,3,2,6.0,7.0,1.0,1.1666666666666667,0.4166666666666667,1.0,1,0,0,0.3,0.9,0,1,1,-1,away_win,2,2017-09-05,Republic of Ireland,Serbia,FIFA World Cup qualification
1970,1500,470,3470,23,2.3,28.0,2.8,7.0,0.7,2.1,7,2,1,0.7,10,10,1.0,11.0,1.1,19.0,1.9,-0.8,3,1,6,0.3,10,1.2999999999999998,1.6999999999999997,-1.2,1,1,0,0,3.0,1.0,3.0,1.0,1.0,1.0,1,0,0,0.9,0.3,1,0,1,1,home_win,0,2017-09-05,Italy,Israel,FIFA World Cup qualification
1805,1500,305,3305,15,1.5,20.0,2.0,15.0,1.5,0.5,4,3,3,0.4,10,16,1.6,13.0,1.3,10.0,1.0,0.3,4,4,2,0.4,10,-0.10000000000000009,0.7,0.5,4,2,0,2,4.0,4.0,1.0,1.0,0.5,1.0,1,0,1,0.45,0.45,0,1,1,-1,away_win,2,2017-09-05,Algeria,Zambia,FIFA World Cup qualification
2070,1720,350,3790,15,1.5,15.0,1.5,10.0,1.0,0.5,4,3,3,0.4,10,8,0.8,12.0,1.2,17.0,1.7,-0.5,1,5,4,0.1,10,0.7,0.30000000000000004,-0.7,13,11,1,1,37.0,7.0,2.8461538461538463,0.5384615384615384,0.8846153846153846,1.0,1,0,1,0.85,0.85,1,1,2,0,draw,1,2017-09-05,Argentina,Venezuela,FIFA World Cup qualification
1855,1500,355,3355,11,1.1,13.0,1.3,17.0,1.7,-0.4,2,5,3,0.2,10,11,1.1,12.0,1.2,14.0,1.4,-0.2,3,2,5,0.3,10,0.0,0.10000000000000009,0.30000000000000004,4,3,1,0,9.0,3.0,2.25,0.75,0.875,1.0,1,0,1,0.4,0.4,2,1,3,1,home_win,0,2017-09-05,Australia,Thailand,FIFA World Cup qualification
1845,1635,210,3480,10,1.0,11.0,1.1,12.0,1.2,-0.1,2,4,4,0.2,10,11,1.1,16.0,1.6,12.0,1.2,0.4,2,5,3,0.2,10,-0.10000000000000009,-0.5,0.0,1,1,0,0,2.0,1.0,2.0,1.0,1.0,1.0,1,0,1,0.9,0.9,1,1,2,0,draw,1,2017-09-05,Austria,Georgia,FIFA World Cup qualification
1500,1500,0,3000,12,1.2,8.0,0.8,9.0,0.9,-0.1,2,6,2,0.2,10,10,1.0,12.0,1.2,21.0,2.1,-0.9,3,1,6,0.3,10,0.19999999999999996,-0.3999999999999999,-1.2000000000000002,0,0,0,0,0.0,0.0,,,0.5,0.75,0,0,0,0.4,0.3,5,0,5,5,home_win,0,2017-09-05,Bahrain,Taiwan,AFC Asian Cup qualification
1500,1500,0,3000,4,0.4,6.0,0.6,36.0,3.6,-3.0,1,1,8,0.1,10,21,2.1,26.0,2.6,8.0,0.8,1.8,6,3,1,0.6,10,-1.7000000000000002,-2.0,2.8,0,0,0,0,0.0,0.0,,,0.5,0.75,0,0,0,0.3,0.4,0,2,2,-2,away_win,2,2017-09-05,Bhutan,Palestine,AFC Asian Cup qualification
1565,1745,-180,3310,13,1.3,10.0,1.0,20.0,2.0,-1.0,4,1,5,0.4,10,13,1.3,13.0,1.3,11.0,1.1,0.2,3,4,3,0.3,10,0.0,-0.30000000000000004,0.8999999999999999,14,1,2,11,7.0,33.0,0.5,2.357142857142857,0.14285714285714285,1.0,1,0,1,0.85,0.85,1,0,1,1,home_win,0,2017-09-05,Bolivia,Chile,FIFA World Cup qualification
1665,1880,-215,3545,14,1.4,13.0,1.3,13.0,1.3,0.0,3,5,2,0.3,10,18,1.8,13.0,1.3,4.0,0.4,0.9,4,6,0,0.4,10,-0.40000000000000013,0.0,0.9,10,2,6,2,12.0,15.0,1.2,1.5,0.5,1.0,1,0,1,0.45,0.45,2,2,4,0,draw,1,2017-09-05,Burkina Faso,Senegal,FIFA World Cup qualification
1500,1500,0,3000,6,0.6,12.0,1.2,30.0,3.0,-1.8,2,0,8,0.2,10,17,1.7,15.0,1.5,12.0,1.2,0.3,4,5,1,0.4,10,-1.1,-0.30000000000000004,1.8,4,0,0,4,4.0,26.0,1.0,6.5,0.0,0.75,0,0,1,0.4,0.4,1,2,3,-1,away_win,2,2017-09-05,Cambodia,Vietnam,AFC Asian Cup qualification
1730,1895,-165,3625,19,1.9,23.0,2.3,12.0,1.2,1.1,6,1,3,0.6,10,24,2.4,21.0,2.1,5.0,0.5,1.6,7,3,0,0.7,10,-0.5,0.19999999999999973,0.7,7,2,0,5,7.0,17.0,1.0,2.4285714285714284,0.2857142857142857,1.0,1,0,1,0.4,0.4,1,0,1,1,home_win,0,2017-09-05,Saudi Arabia,Japan,FIFA World Cup qualification
1500,1755,-255,3255,5,0.5,7.0,0.7,16.0,1.6,-0.9,1,2,7,0.1,10,14,1.4,12.0,1.2,9.0,0.9,0.3,4,2,4,0.4,10,-0.8999999999999999,-0.5,0.7000000000000001,4,0,1,3,4.0,10.0,1.0,2.5,0.125,1.0,1,0,0,0.3,0.45,1,5,6,-4,away_win,2,2017-09-05,Congo,Ghana,FIFA World Cup qualification
1680,1790,-110,3470,16,1.6,16.0,1.6,13.0,1.3,0.3,5,1,4,0.5,10,15,1.5,11.0,1.1,11.0,1.1,0.0,5,0,5,0.5,10,0.10000000000000009,0.5,0.19999999999999996,7,0,2,5,5.0,19.0,0.7142857142857143,2.7142857142857144,0.14285714285714285,1.0,1,0,1,0.45,0.45,2,2,4,0,draw,1,2017-09-05,DR Congo,Tunisia,FIFA World Cup qualification
1500,1905,-405,3405,18,1.8,11.0,1.1,7.0,0.7,0.4,5,3,2,0.5,10,19,1.9,13.0,1.3,10.0,1.0,0.3,6,1,3,0.6,10,-0.09999999999999987,-0.19999999999999996,-0.30000000000000004,19,2,5,12,12.0,32.0,0.631578947368421,1.6842105263157894,0.23684210526315788,1.0,1,0,1,0.5,0.5,1,1,2,0,draw,1,2017-09-05,Costa Rica,Mexico,FIFA World Cup qualification
1850,1500,350,3350,14,1.4,17.0,1.7,13.0,1.3,0.4,4,2,4,0.4,10,20,2.0,19.0,1.9,13.0,1.3,0.6,6,2,2,0.6,10,-0.6000000000000001,-0.19999999999999996,0.0,17,7,6,4,27.0,19.0,1.588235294117647,1.1176470588235294,0.5882352941176471,1.0,1,0,1,0.85,0.85,1,2,3,-1,away_win,2,2017-09-05,Ecuador,Peru,FIFA World Cup qualification
1690,1500,190,3190,14,1.4,7.0,0.7,7.0,0.7,0.0,3,5,2,0.3,10,16,1.6,14.0,1.4,11.0,1.1,0.3,5,1,4,0.5,10,-0.20000000000000018,-0.7,-0.40000000000000013,12,3,5,4,13.0,16.0,1.0833333333333333,1.3333333333333333,0.4583333333333333,1.0,1,0,0,0.4,0.3,1,0,1,1,home_win,0,2017-09-05,Iraq,United Arab Emirates,FIFA World Cup qualification
1800,1500,300,3300,19,1.9,10.0,1.0,5.0,0.5,0.5,6,1,3,0.6,10,10,1.0,4.0,0.4,9.0,0.9,-0.5,2,4,4,0.2,10,0.8999999999999999,0.6,-0.4,10,9,0,1,19.0,3.0,1.9,0.3,0.9,1.0,1,0,1,0.45,0.45,1,0,1,1,home_win,0,2017-09-05,Egypt,Uganda,FIFA World Cup qualification
1945,2015,-70,3960,16,1.6,12.0,1.2,8.0,0.8,0.4,4,4,2,0.4,10,27,2.7,26.0,2.6,2.0,0.2,2.4,9,0,1,0.9,10,-1.1,-1.4000000000000001,0.6000000000000001,13,1,5,7,5.0,12.0,0.38461538461538464,0.9230769230769231,0.2692307692307692,1.0,1,0,1,0.85,0.85,1,1,2,0,draw,1,2017-09-05,Colombia,Brazil,FIFA World Cup qualification
1500,1500,0,3000,8,0.8,7.0,0.7,17.0,1.7,-1.0,1,5,4,0.1,10,23,2.3,18.0,1.8,8.0,0.8,1.0,7,2,1,0.7,10,-1.4999999999999998,-1.1,0.8999999999999999,18,3,1,14,16.0,40.0,0.8888888888888888,2.2222222222222223,0.19444444444444445,1.0,1,0,0,0.5,0.3,1,1,2,0,draw,1,2017-09-05,Honduras,United States,FIFA World Cup qualification
1500,1840,-340,3340,18,1.8,10.0,1.0,6.0,0.6,0.4,6,0,4,0.6,10,17,1.7,13.0,1.3,7.0,0.7,0.6,5,2,3,0.5,10,0.10000000000000009,-0.30000000000000004,-0.09999999999999998,3,0,2,1,2.0,3.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1,0,1,0.9,0.9,2,0,2,2,home_win,0,2017-09-05,Iceland,Ukraine,FIFA World Cup qualification
1870,1500,370,3370,23,2.3,16.0,1.6,3.0,0.3,1.3,7,2,1,0.7,10,17,1.7,13.0,1.3,8.0,0.8,0.5,4,5,1,0.4,10,0.5999999999999999,0.30000000000000004,-0.5,12,7,5,0,22.0,6.0,1.8333333333333333,0.5,0.7916666666666666,1.0,1,0,1,0.4,0.4,2,2,4,0,draw,1,2017-09-05,Iran,Syria,FIFA World Cup qualification
1500,1500,0,3000,12,1.2,13.0,1.3,15.0,1.5,-0.2,3,3,4,0.3,10,17,1.7,19.0,1.9,20.0,2.0,-0.1,5,2,3,0.5,10,-0.5,-0.5999999999999999,-0.5,1,1,0,0,4.0,1.0,4.0,1.0,1.0,0.3,0,0,0,0.3,0.4,3,1,4,2,home_win,0,2017-10-02,Macau,Laos,Friendly
1500,1855,-355,3355,15,1.5,13.0,1.3,10.0,1.0,0.3,3,6,1,0.3,10,13,1.3,14.0,1.4,17.0,1.7,-0.3,3,4,3,0.3,10,0.19999999999999996,-0.09999999999999987,-0.7,0,0,0,0,0.0,0.0,,,0.5,1.0,1,0,1,0.4,0.4,1,1,2,0,draw,1,2017-10-05,Syria,Australia,FIFA World Cup qualification
1785,1660,125,3445,15,1.5,15.0,1.5,14.0,1.4,0.1,4,3,3,0.4,10,16,1.6,14.0,1.4,9.0,0.9,0.5,5,1,4,0.5,10,-0.10000000000000009,0.10000000000000009,0.4999999999999999,1,0,0,1,0.0,3.0,0.0,3.0,0.0,1.0,1,0,1,0.9,0.9,1,0,1,1,home_win,0,2017-10-05,Scotland,Slovakia,FIFA World Cup qualification
1500,1795,-295,3295,0,0.0,2.0,0.2,48.0,4.8,-4.6,0,0,10,0.0,10,8,0.8,9.0,0.9,18.0,1.8,-0.9,2,2,6,0.2,10,-0.8,-0.7,3.0,1,0,0,1,1.0,4.0,1.0,4.0,0.0,1.0,1,0,1,0.9,0.9,0,8,8,-8,away_win,2,2017-10-05,San Marino,Norway,FIFA World Cup qualification
1500,1500,0,3000,12,1.2,11.0,1.1,11.0,1.1,0.0,3,3,4,0.3,10,2,0.2,5.0,0.5,27.0,2.7,-2.2,0,2,8,0.0,10,1.0,0.6000000000000001,-1.6,1,0,1,0,0.0,0.0,0.0,0.0,0.5,1.0,1,0,1,0.9,0.9,3,1,4,2,home_win,0,2017-10-05,Romania,Kazakhstan,FIFA World Cup qualification
